submission_id,feedback,program_name,assignment_name,created_at
14311,These meetings start at 6pm. The calendar invite I get from Documenters says 5pm. May be confusing for someone who doesn't regularly cover these meetings.,Omaha,Regular Board Meeting,2024-11-05 04:29:52.9518+00
14310,"At one point the individual seated next to me asked if I was a journalist and I explained I was a documenter, and then she asked if I noticed that Councilor Jesse Brown had ""a Hitler mustache"" and aside from saying I didn't think that was true and that it seemed like a normal beard to me, I wasn't sure what to do. Is there anything Mirror Indy wants us to say to weird things like that?",Indianapolis,Full City-County Council Meeting,2024-11-05 03:04:56.610294+00
14308,Meeting was postponed due to lack of quorum,Newark,Regular Meeting,2024-11-05 00:01:21.879598+00
14306,I am not clear if you wanted all the same details from the event that I'm writing about.,Philadelphia,Special Assignment: Newsletter Meeting Brief,2024-11-04 14:31:40.602777+00
14302,I messed up uploading the document.   Please let me know if you need another link.,San Diego,Commission on the Status Of Women And Girls- Commission Meeting,2024-11-02 22:35:00.183853+00
14301,"I would call this 'casual academic'...clearly public outreach in support of a broader academic project. Completely lacking in the numbers-drill-down that you get from a SEMCOG dog & pony show. As always, in-person would be better and in this case would have been a friendly environment for post-meeting interviews.",Detroit,Poverty Solutions Speaker Series,2024-11-02 21:52:17.79917+00
14300,This was an exceptionally informative meeting,Dallas,South Dallas/Fair Park Opportunity Fund Board,2024-11-02 21:32:18.955595+00
14295,Providing an agenda and previous minute meetings would be useful for future documenters.,Akron,Regular Meeting,2024-11-01 20:26:30.313766+00
14294,"The video doesn't have the best set up. It was hard to follow what was going on at times. The meeting was fast-paced, and with people talking away from the camera and unclear audio, it was tough to tell who was speaking and catch all the questions being asked. Following the agenda helps.",Akron,Council Meeting,2024-11-01 18:55:47.276722+00
14293,"There was technical difficulties with the live stream throughout the meeting. The video went off a few times in which I had to exit the browser and reload the livestream. The last time this happened at the 02:35:00 mark, I ended my notetaking.",Philadelphia,"Committee on Housing, Neighborhood Development and The Homeless",2024-11-01 18:22:17.518572+00
14292,"I had the transcript option on in Zoom, which helped me in real-time as I typed notes.",Detroit,Board of Police Commissioners,2024-11-01 15:09:51.293321+00
14291,"1) I don't know whether committee members were informed about SSA matters ahead of time or not, but, now that I know what direct introduction is, I have a feeling that committee members approve SSA ordinances without giving them much thought.
2) I haven't seen the slides used for the DPD presentations made available anywhere online.",Chicago,"[remote or in person] Committee on Economic, Capital and Technology Development",2024-11-01 00:56:27.92915+00
14288,The whole appearance of Kym Worthy was odd.,Detroit,Board of Police Commissioners,2024-10-31 21:47:01.316394+00
14283,"I had the agenda from the Documenters page, but I don't see it available on the agency meetings page.",Detroit,"WCAA, Board of Directors",2024-10-31 16:00:39.54146+00
14279,Ari was amazing in helping me figure out the best approach for re-integrating myself into the practice of being a Documenter!,Indianapolis,Special Assignment: 1:1 virtual check-in with Indy Documenters,2024-10-30 21:51:35.529557+00
14269,Very large agenda with over 1500 pages on agenda,Detroit,Detroit City Council Formal Session,2024-10-30 13:39:26.804476+00
14265,"The FPAC website states that every other monthly meeting, including the October meeting,  is open to the public. I signed up in advance to attend via Zoom and received a link in response. However it was not possible to connect to the meeting. The FPAC manager, Erica Miner, told me afterwards that their meetings are not open to the public.",Philadelphia,2024 FPAC General Meeting [canceled due to closed to public],2024-10-30 01:16:32.751156+00
14263,"I don't think so. It was my first time doing an assignment, so I am very open to hearing any feedback myself on how I could have done better.",Chicago,"[remote or in-person] Committee on Zoning, Landmarks and Building Standards",2024-10-29 22:20:25.621247+00
14259,Public Speaking time given 2 min when it is normally 3 min.  Some of the speaker where outraged at such and questioned validity of such.,Chicago,"[remote or in-person] Committee on Zoning, Landmarks and Building Standards",2024-10-29 18:32:40.176271+00
14254,"the presentations were not available til Monday morning. would of liked sooner like when they posted the agenda on Friday. 
thanks for this opportunity to learn",Minneapolis,Audit Committee,2024-10-29 14:31:26.193643+00
14245,"Since no one had signed up for public comment, the committee decided to skip that section of the agenda. Not all agenda items were discussed",Atlanta,Zoning Committee - Regular Committee Meeting,2024-10-28 19:07:10.725754+00
14243,"I think the Teamsters Union 554 wants to unionize the MAT drivers/ mechanics/ etc.,
Their representative was very frustrated.  He said he had emailed, mailed, called; but, got no answer.  I emailed and called them to ask about their problem; but got no answer.  Maybe they will call today.",Omaha,Regional Metropolitan Transit Authority of Omaha Board of Directors Meeting,2024-10-28 15:23:21.35505+00
14241,"Roll call was not taken during this meeting, making identifying board members in attendance exceedingly difficult.",Dallas,DART CoW and Board Meeting,2024-10-27 21:19:50.586411+00
14238,"This meeting was 2hrs 20 minutes long, but went into prolonged closed session",Dallas,Park and Recreation Board,2024-10-26 20:12:16.790496+00
14235,This was a special assignment documentation in a Detroit Park,Detroit,"Special Assignment — Documenters in the Park, District 7",2024-10-26 16:26:46.921555+00
14232,Everything worked out well with this assignment,Chicago,[remote or in-person] Board of Commissioners,2024-10-26 05:44:41.052334+00
14231,"I have left all my commentary in the notes section.  

I had an issue viewing this meeting online both platforms were either inaccesible or not active. I emailed NBOE about this matter I also uploaded that email in the note section. 
They replied that they were experiencing technical issues and will work on the problem.",Newark,NBOE Regular Meeting,2024-10-26 03:04:56.082848+00
14230,"Staff does not always present or speak clearly, so have to pay attention but printed info on each case is available.",Wichita,Metropolitan Area Planning Commission - Wichita-Sedgwick County Board of Zoning Appeals Meeting,2024-10-26 02:20:08.504106+00
14226,"Let me know if you have any questions about my notes. I'm not sure how this commission fits in with other lead-related efforts in Cleveland and Cuyahoga County, but hopefully this is helpful.

Thanks,

Tucker",Cleveland,Lead Screening and Testing Commisson,2024-10-25 20:51:36.351384+00
14225,I wish that board packet was available to the public. I also accidentally shared the September agenda by accident but corrected in the thread. sorry this is late!,Detroit,"DHC, Board of Commissioners",2024-10-25 20:35:26.530088+00
14222,"The board members do not identify themselves during the meeting. I tried to sleuth on the BID website, but not everyone has an internet footprint and not everyone was listed... I emailed the BID to get the list of attendees. So, for now, the notes are empty or use the term ""a board member.""",Omaha,Monthly Benson BID Board Meeting,2024-10-25 19:06:27.252713+00
